id,title,weightPerServing,dishTypes,calories,Saturated Fat/g,Sugar/g,Cholesterol/mg,Sodium/mg,Vitamin B3/mg,Selenium/?g,Phosphorus/mg,Iron/mg,Vitamin B2/mg,Calcium/mg,Vitamin B1/mg,Folate/?g,Potassium/mg,Copper/mg,Zinc/mg,Manganese/mg,Magnesium/mg,Vitamin B12/?g,Vitamin B5/mg,Vitamin B6/mg,Vitamin E/mg,Fiber/g,Vitamin A/IU,Vitamin D/?g,Vitamin K/?g,Vitamin C/mg,Alcohol/g,Caffeine/g,Fat,Carbon,Protein,ingredients
1782,Alder-roasted Salmon with Dill and Cranberries,100,"lunch,main course,main dish,dinner",610.81,21.69,3.38,206.08,202.51,17.94,83.26,466.89,2.12,0.88,47.58,0.52,61.52,1158.94,0.6,1.53,0.26,70.52,7.28,3.86,1.87,0.95,0.71,1195.49,0.57,5.24,2.64,0,0,45.21,5.43,45.55,"dried cranberries,fresh dillweed,lemon juice,peppercorns,salmon fillets,salt,unsalted butter"
1783,Hake With Wild Mushrooms,100,"lunch,main course,main dish,dinner",336.87,8.53,2.38,103.51,105.92,7.87,67.11,454.17,1.54,0.58,41.98,0.23,37.77,1105.77,0.43,1.43,0.1,67.32,1.63,2,0.55,2.46,1.33,737.35,1.97,66.89,10.67,0,0,20.11,4.58,34.39,"cod fillets,flat-leaf parsley,fresh mushrooms,garlic clove,lemon juice,lemon zest,low sodium chicken broth,olive oil,unsalted butter"
1786,Grilled Tuna with Basil Butter and Fresh Tomato Sauce,200,"lunch,main course,main dish,dinner",353.93,6.06,5.55,79.69,737.56,15.52,63.16,485.82,3.21,0.48,56.37,0.47,33.2,781.5,0.29,1.38,0.32,108.77,16.05,2.02,0.93,2.91,1.58,4997.61,9.8,86.9,34.93,3.09,0,16.29,10.23,41.6,"ahi tuna steaks,balsamic vinegar,black pepper,butter,capers,cherry tomatoes,dry white wine,fresh basil leaves,fresh flat-leaf parsley,garlic cloves,lemon juice,olive oil,red onion,salt,salt,sugar"
1787,Salmon With Pepita-lime Butter,123,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre",46.33,0.71,0.05,14,74.04,1.85,8.43,63.24,0.31,0.09,0,0.05,6.7,125.76,0.08,0.26,0.07,14.94,0.72,0.39,0.19,0,0,0,0,0,0,0,0,2.75,0.38,4.96,"butter,chili powder,lime juice,lime zest,pepper,salmon fillet,salt,unsalted pepitas"
1790,Mustard-Roasted Salmon with Lingonberry Sauce,200,"lunch,main course,main dish,dinner",409.93,8.9,10.68,123.65,254.98,13.48,67.7,370.45,1.84,0.67,41.22,0.45,49.59,917.29,0.47,1.26,0.16,60.61,5.43,2.92,1.44,0.41,1.03,428.95,0.21,1.33,2.79,0,0,22.77,16.4,34.85,"dijon mustard,preserves,raspberry vinegar,salmon fillets,shallots,unsalted butter"
1792,Beer Salmon,76,side dish,128.65,4.85,6.6,22.86,848.72,0.72,2.45,25.89,0,0.04,14.79,0.02,8.5,77.35,0.03,0,0.03,7.46,0.19,0.15,0.09,0.22,0.31,235.64,0,0,1.36,2.21,0,7.91,9.62,1.56,"beer,brown sugar,butter,garlic salt,red onion,salmon fillet"
1793,Cod with Artichokes and Chickpeas,100,"lunch,main course,main dish,dinner",515.71,6.67,3.67,88.19,868.05,5.93,60.47,501.71,3.04,0.24,103.25,0.2,56.27,1140.43,0.31,2.01,1.06,97.03,1.62,1.14,1.1,3.41,7.98,6226.59,1.75,48.9,22.83,0,0,28.75,25.51,38.73,"artichoke hearts,canned chickpeas,carrots,chives,cod fillets,flat-leaf parsley,garlic cloves,lemon wedges,low sodium chicken stock,olive oil,salt and pepper,shiitake mushrooms,unsalted butter,white onion"
1794,Cajun-Baked Catfish,87,side dish,441.13,8.37,1.65,42.84,1860.43,2.75,7.89,240.24,3.35,0.14,27.15,0.3,31.66,436.99,0.25,2.76,0.77,99.16,0.5,0.76,0.57,1.66,9.1,2097.49,2.87,6.42,0,0,0,17.28,60.91,12.1,"butter,cajun seasoning,catfish fillets,cornmeal,lemon wedges,pepper,salt,seasoned salt"
1795,Prosciutto-wrapped Salmon With Warm Corn-mushroom Salsa,71,side dish,555.62,16.18,13.15,67.52,601.07,6.82,22.15,287.62,1.62,0.33,35.88,0.46,88.34,978.37,0.37,1.98,0.49,76.63,0.34,1.99,0.48,2.35,4.77,1665.24,0.47,17.15,27.8,0,0,42.99,34.78,14.08,"cremini mushroom,ears corn,garlic,olive oil,parsley,prosciutto,roma tomatoes,salt and pepper,shallots,unsalted butter,servings"
1796,Salt Cod Brandade,200,"lunch,main course,main dish,dinner",600.5,16.79,5.4,199.35,6093,8.03,116.56,876.35,3.63,0.32,195.49,0.39,68.44,1983.39,0.4,2.03,0.41,150.67,7.81,2.02,1.03,2.99,4.28,1299.51,3.51,51.99,25.75,0,0,28.5,33.08,52.92,"butter,capers,dijon mustard,fat-skimmed chicken broth,fresh thyme leaves,ground pepper,onion,parsley,red-skinned potatoes,salt,salt cod,whipping cream"
1797,Tomato And Dill Fish,200,"lunch,main course,main dish,dinner",683.78,2.36,9.34,151.95,249.43,8.67,73.65,838.5,3.75,0.22,193.22,0.65,102.65,1550.63,0.52,4.49,4.16,221.22,5.22,2.3,1.13,2.34,8.49,2753.75,3.18,52.61,68.1,0,0,11.94,91.92,52.16,"brown rice,butter substitute,cornmeal,fresh dill,fresh parsley,lemon,onion,tomatoes,unbleached flour,whiting fillet"
1798,Lemon Baked Cod,106,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre",25.64,0.71,0.23,7.05,41.67,0.45,3.71,27.86,0.5,0.04,0,0.02,0,88.97,0,0,0.04,7.01,0.09,0,0.07,0.68,0.72,1020.67,0,1.71,0,0,0,1.36,1.66,2.16,"butter,cod fish fillet,flour,lemon juice,paprika,salt,white pepper"
1799,Chef Race: Cornmeal-Crusted Catfish with Tomato-Zucchini Rice and Radish Slaw,200,"lunch,main course,main dish,dinner",1560.2,16.34,42.57,156.83,2830.81,12.38,56.51,1096.95,8.21,1.1,459.29,1.11,201.84,2821.94,1.02,6.87,2.4,259.11,4.92,4.63,1.81,5.91,15.31,3214.87,24.49,99.53,121.93,0,0,62.16,188.78,61.41,"ancho chili powder,butter,buttermilk,catfish,cherry tomatoes,chicken stock,cilantro leaves,cornmeal,cumin,green cabbage,honey,juice of lemon,juice of lime,mayonnaise,olive oil,paprika,purple cabbage,radishes,rice,salt,salt,salt,sweet onion,white vinegar,zucchini"
1800,Garlic Herb Tilapia,34,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre",42.64,1.59,0.01,17.44,91.67,0.89,9.57,39.8,0,0,0,0,5.68,71.18,0,0,0,6.47,0.36,0.12,0.04,0.17,0,71.9,0.75,0,0,0,0,2.7,0.11,4.6,"black pepper,butter,garlic powder,italian seasoning,mustard,salt,tilapia fillets"
1801,Leek And Smoked Haddock Chowder,200,"lunch,main course,main dish,dinner",536.42,14.9,10.51,165.3,454.13,7.58,48.27,565.06,7.01,0.34,244.83,0.2,148.71,1430.17,0.71,1.52,1.57,116.6,3.43,1.63,1.16,2.73,6.75,3324.07,1.91,90.25,35.22,0,0,24.78,42.42,35.93,"bay leaves,celery,chives,haddock,leeks,milk,onions,parsley,pepper,potato,single cream,thyme,unsalted butter"
1803,Sake-steamed Sockeye Salmon With Sake Butter,43,,378.34,1.18,0.06,62.37,52.63,9.29,48.51,270.32,1.5,0.45,32.93,0.28,33.34,632.9,0.36,1.21,0.53,49.92,3.61,2.21,1.01,0,0.61,55.45,0,0,3.16,13.04,0,7.48,27.76,25.17,"cooked white rice,fresh ginger,lemongrass,lime wedges,orange peel,sake,sake,salmon fillet,star anise"
1805,Hot Smoked Swordfish with White Clam-Garlic-Parsley Sauce,58,,280.37,1.96,33.78,7.65,19111.03,0,3.31,33.56,0.88,0.03,40.36,0,0,100.24,0.08,0.23,0.56,13.29,0.96,0,0.06,1.8,1.06,224.07,0,34.46,3.98,4.12,0,11.45,37.61,1.83,"black peppercorns,canola oil,canola oil,lamb loin,fresh flat-leaf parsley,garlic,kosher salt,lemon zest,littleneck clams,salt and pepper,serrano chile,sugar,unsalted butter,white wine"
1806,Salmon With Agrodolce Sauce,100,"lunch,main course,main dish,dinner",410.06,4.97,9.74,101.19,87.43,13.43,62.4,365.07,1.84,0.66,45.5,0.41,53.08,962.35,0.46,1.22,0.15,60,5.42,2.9,1.46,1.6,0.94,157.85,0,6.79,4.07,0,0,24.22,13.43,34.59,"balsamic vinegar,olive oil,red onions,salmon fillets,sugar,unsalted butter"
1807,Nut-crusted Salmon With Garlicky Greens And Walnuts,200,"lunch,main course,main dish,dinner",606.55,10.43,6.09,91.9,738.07,10.7,46.06,461.55,5.27,0.71,188.06,0.47,116.77,1511.59,1.08,2.6,1.78,228.87,3.68,2.65,1.52,5.45,6.37,13132.84,0.2,1435.21,148.58,0,0,45.71,16.29,32.5,"cayenne pepper,garlic,lemon juice,lemon wedges,mayonnaise,olive oil,parmesan cheese,bell pepper,salmon fillets,salt,swiss chard,unsalted butter,walnuts"
1808,Arctic Char With Asian Braised Fennel And Citrus Emulsion,110,side dish,1410.64,26.64,5.21,30.53,251.24,2.7,3.16,186.39,4.11,0.19,262.96,0.14,116.61,1538.45,0.35,1.14,1.66,82.08,0,1.09,0.29,20.67,15.7,1052.75,0.21,88.35,135.58,0,0,5,49.09,5.42,"black peppercorns,butter,canola oil,fennel,fennel,ginger,lemongrass,lime juice,lime zest,orange juice,orange zest,peppercorns,rice vinegar,salt,salt and pepper,sugar,vegetable oil,water,artic char"
1809,Braised Monkfish with Wild Mushrooms and Cipollini Onions,100,"lunch,main course,main dish,dinner",657.45,8.69,11.98,75.35,475.52,13.87,102.9,746.81,4.28,1.05,148.37,0.32,101.12,2295.41,0.84,2.65,1.11,121.62,2.12,3.3,1.1,4.19,7.27,537.87,0.45,27.9,24.68,12.72,0,38.81,32.78,44.26,"balsamic vinegar,bay leaf,black peppercorns,celery,chicken stock,cipollini onions,coarse salt,fennel bulb,fennel seeds,fresh rosemary,fresh tarragon,fresh thyme,garlic,monkfish,mushrooms,olive oil,onion,red wine,unsalted butter"
1810,Fish Fusilli,112,side dish,241.77,8.7,5.38,44.36,750.74,2.08,11.25,230.99,2.07,0.44,338.48,0.23,38.3,277.11,0.18,1.72,0.3,33.29,0.79,0.67,0.3,1.37,2.07,642.48,0.23,14.9,8.93,0,0,15.2,16.17,11.3,"breadcrumbs,butter,canned tomatoes,cooked fusilli pasta,extra virgin olive oil,feta cheese,fish,fresh thyme,garlic,parmesan,pepper,spinach"
1812,Seared Wild Salmon With New Potatoes And Dijon Broth,100,"lunch,main course,main dish,dinner",647.79,7.13,4.36,108.6,348.7,18.1,66.03,593.36,9.2,1.12,272.5,0.69,415.24,2819.89,0.92,2.94,2.3,252.83,5.51,3.55,2.42,5.88,8.27,16346.55,0,834.97,84.11,12.36,0,32.23,44.2,45.23,"apple cider vinegar,baby spinach leaves,butter,canola oil,dijon mustard,dry white wine,low-salt chicken broth,new potatoes,olive oil,salmon fillets,shallots,tarragon leaves"
1813,Smoked haddock with flageolets in a creamy mustard sauce (or Nigel Slater does WTSIM),100,"lunch,main course,main dish,dinner",281.32,13.36,1.88,120,767.15,3.08,27.67,209.64,1.01,0.14,102.31,0.06,13.8,335.98,0.04,0.56,0.04,40.76,1.19,0.36,0.27,0.93,0,918.62,1.31,11.3,1.12,0,0,21.96,3.33,17.59,"bay leaves,butter,double cream,fresh parsley leaves,mat beans,milk,real bacon recipe pieces,salt and pepper,smoked haddock,smoked haddock,smoked haddock,wholegrain mustard,by jeanne on april 1"
1814,Old Bay? Butter Sauce On Fish,17,sauce,60.4,2.13,0.05,23.25,43.03,1.2,12.7,53.6,0.29,0.02,0,0,7.87,97.68,0.03,0,0.04,9.37,0.48,0.15,0.06,0.21,0,103.11,0.99,3.07,0,0.41,0,3.61,0.31,6.14,"butter,fish fillets,old bay seasoning,tarragon leaves,white wine"
1815,Sauteed Cod with Lentils,200,"lunch,main course,main dish,dinner",389.98,3.05,2.81,68.48,374.36,4.28,51.36,521.25,4.52,0.21,67.55,0.55,253.29,1131.9,0.32,3.06,0.75,110.33,1.3,1.32,0.68,2.27,15.49,438.17,1.33,60.59,12.73,0,0,11.38,33.58,38.31,"black pepper,cod fillet,flat leaf parsley,fresh flat-leaf parsley,garlic cloves,lemon juice,lentils,olive oil,olive oil,onion,salt,unsalted butter"
1817,Roasted Halibut With Bacon On Mashed Potatoes With Cabbage Recipe,200,"lunch,main course,main dish,dinner",694.48,15.06,2.67,176.94,798.3,13.53,107.89,588.64,9.13,0.34,146.84,0.33,110.35,1834.32,1.17,2.39,1.53,127.78,4.01,2.3,1.11,1.48,6.61,400.66,7.82,30.65,38.78,0,0,36.08,32.61,59.83,"bacon,bay leaves,butter,cabbage,fish,potatoes,sea-salt,whole milk"
1818,the pleasure of wild foods: a for pan-fried trout with chanterelles,200,"lunch,main course,main dish,dinner",365.31,10.42,1.69,151.3,362.34,11.58,23.13,523.28,3.43,0.34,150.81,0.23,28.63,1185.91,0.41,2.39,0.54,66.46,7.67,2.32,0.77,0.33,2.71,626.67,3.21,17.45,6.55,0,0,20.99,7.2,36.9,"chanterelle mushrooms,chanterelle mushrooms,fresh flat-leaf parsley,ghee butter,ground pepper,heavy cream,heavy cream,rainbow trout,rainbow trout,sea-salt,shallot,shallot"
1819,Blackened Salmon with Blue Cheese Sauce,200,"lunch,main course,main dish,dinner",510.18,17.04,0.92,168.35,3981.56,14.24,66.46,480.1,2.91,0.85,211.56,0.42,59.94,1073.6,0.49,2.1,0.28,72.27,5.78,3.46,1.58,2.45,2.39,3401.5,0.44,15.02,1.67,1.55,0,35.94,5.95,40.73,"blue cheese crumbles,butter,cayenne pepper,grapeseed oil,heavy cream,italian seasoning,paprika,pepper,salmon fillets,salt,white wine"
1820,Corny Mango Salmon,200,"lunch,main course,main dish,dinner",519.98,4.26,20.36,101.08,689.04,15.91,69.26,430.5,3.34,0.83,46.78,0.62,138.9,1174.42,0.58,2.06,0.4,90.11,5.42,3.4,1.8,2.44,4.87,3482.26,0,8.76,123.51,0,0,18.9,48.89,38.58,"bell pepper,butter,cornmeal,flour,mango,mango nectar,olive oil,salmon fillets,salt,sugar"
1821,Tuna Patties,200,"lunch,main course,main dish,dinner",170.63,1.85,0.44,72.88,474.63,8.89,65.28,150.5,1.93,0.14,32.26,0.06,17.02,197.27,0.07,0.82,0.08,25.66,2.27,0.35,0.3,1.46,0.39,351.33,1.25,39.03,5.61,0,0,9.63,2.47,18.52,"bread,butter,canned tuna,dijon mustard,egg,fresh chives,fresh parsley,hot sauce,lemon juice,lemon zest,olive oil,salt and pepper,water"
1822,Halibut With Caper Beurre Blanc & Crushed Jersey Royals,91,side dish,266.54,5.21,1.23,13.93,127.96,1.6,1.09,69.66,5.25,0.07,65.6,0.05,48.07,653.24,0.57,0.67,0.83,40.84,0,0.49,0.37,2.29,4.06,1360.74,0,243.24,34.31,1.16,0,19.35,18.96,4.25,"butter,capers,halibut fillet,olive oil,parsley,potatoes,shallots,white wine,white wine vinegar"
1823,Broiled Bacon-Basted Salmon with Mushroom-Oyster Sauce,200,"lunch,main course,main dish,dinner",475.64,9.18,1.46,138.18,792.18,18.73,80.22,501.84,2.12,0.89,37.71,0.54,61.92,1200.81,0.6,2.29,0.2,73.75,6.24,4.23,1.83,0.29,1.63,489.2,0.44,44.89,4.62,0,0,30.72,6.02,43.77,"bacon,chives,flat-leaf parsley,garlic,kosher salt,mixed mushrooms,nutmeg,oyster sauce,salmon fillets,unsalted butter,water"
1825,Blackened Salmon and Rice,135,side dish,251.73,0.32,3.8,0,1028.23,4.15,17.07,112.09,4.91,0.1,43.08,0.45,161.01,305.87,0.17,1.18,0.63,30.48,0,0.66,0.24,1.57,5,2783.07,0,90.15,25.57,0,0,2.06,55.61,6.5,"cayenne pepper,corn kernels,dried thyme,fresh flat-leaf parsley,garlic powder,instant white rice,juice of lemon,kosher salt,lemon,paprika"
1826,Potato-Crusted Snapper,100,"lunch,main course,main dish,dinner",227.26,1.13,2.28,125.37,373.73,11.13,64.48,293.71,2.22,0.18,72.5,0.17,17.26,910.53,0.1,1.02,0.09,63.9,1.09,1.64,0.81,0.16,1.31,458.52,0,1.24,19.43,0,0,4.54,12.86,33.74,"black pepper,garlic cloves,lemon wedges,low fat buttermilk,mahimahi fillets,potato flakes,salt,stick margarine"
1827,Fried Eel,200,"lunch,main course,main dish,dinner",392.48,4.45,0.47,148.26,1822.64,5.92,18.23,289.2,2.46,0.21,41.56,0.42,75.71,389.34,0.09,2.15,0.41,35.75,3.41,0.45,0.13,5.75,1.23,4267.57,26.46,9.64,2.38,3.09,0,21.28,25.84,24.4,"black pepper,butter,cajun seasoning,cooking oil,eel,flour,garlic,onion,salt,seafood seasoning,white wine"
1829,Heavenly Halibut,100,"lunch,main course,main dish,dinner",211.82,5.62,0.3,77.27,334.62,7.42,53.32,314.93,0.28,0.06,85.95,0.06,16.71,511.89,0.03,0.61,0,29.7,1.34,0.44,0.63,1.06,0,328.15,5.48,13.82,1.88,0,0,12.82,0.66,23.45,"butter,green onions,halibut fillets,lemon juice,mayonnaise,parmesan cheese,pepper sauce,salt"
1830,Salmon Cannelloni with Lemon Cream Sauce,200,"lunch,main course,main dish,dinner",324.19,6.69,1.7,171.89,619.94,11.51,58.75,341.54,2.09,0.67,55.68,0.36,57.18,818.03,0.4,1.29,0.18,52.06,4.71,2.74,1.26,0.46,0.55,527.89,0.52,0,3.73,0,0,18.43,7.96,31.62,"black pepper,clam juice,eggs,flour,fresh tarragon,heavy cream,lemon zest,salmon fillet,salt,shallot,unsalted butter,water"
1831,Glazed Salmon with Braised Fennel,200,"lunch,main course,main dish,dinner",746.64,10.99,24.43,156.64,608.29,20.43,86.15,598.81,4.15,1.01,167.38,0.58,129.84,2252.09,0.78,2.09,0.56,115.43,7.24,4.39,2.03,4.56,7.7,1304.23,0.21,63,34.9,0,0,41.12,44.34,49.8,"apple cider,brown sugar,butter,cayenne pepper,chicken stock,fennel bulbs,grapeseed oil,parsley leaves,salmon fillets,Salt & Pepper,sugar,thyme"
1832,Paper Wrapped Anniversary Salmon,100,"lunch,main course,main dish,dinner",689.39,16.49,17.05,154.59,1606.48,18.68,69.61,575.42,6.03,1.08,187.48,0.76,213.38,2174.8,0.95,2.45,1.27,177.67,5.48,4.68,2.15,3.67,8.57,17403.97,0.52,52.05,64.56,0,0,35.03,50.45,43.08,"apple juice,cooked black beans,fresh cilantro leaves,fresh gingerroot,garlic,leeks,low sodium soy sauce,mushrooms,rice paper,salmon fillets,salt,salt and pepper,scallions,squash,unsalted butter,white pepper,zucchini"
1833,Salmon with Leek and Rice Stuffing,114,side dish,258.37,4.05,1.91,19.32,216.32,2.31,9.84,80.09,0.99,0.11,30.59,0.08,23.76,238.63,0.12,0.4,0.25,19.29,0.7,0.56,0.27,2.25,1.24,486.66,0,46.4,15.34,1.55,0,18.58,15.13,6.2,"dry white wine,fresh chives,fresh flat-leaf parsley,fresh tarragon,kosher salt,leek,lemon,lemon juice,lemon zest,low sodium chicken stock,olive oil,salmon,unsalted butter,white rice,yellow onion"
1834,Poached Salmon With Corn And White Wine??utter Sauce,100,"lunch,main course,main dish,dinner",834.4,23.25,16.12,205.72,340.88,20.82,84.52,670.34,4.39,1.22,114.57,0.76,180.51,2258.05,0.78,3.03,0.97,164.92,7.28,5.06,2.69,3.72,5.79,4054.42,0.56,31.19,142.67,22.66,0,55.96,31.33,51.36,"basil leaves,bay leaf,dry white wine,fresh corn kernels,lemon thyme,olive oil,bell pepper,salmon fillets,salt,shallots,unsalted butter,zucchini"
1835,Blackened Fish,200,"lunch,main course,main dish,dinner",453.14,20.8,0.24,147.11,452.42,5.32,16.21,300.18,2.55,0.41,71.63,0.41,18.46,468.75,0.25,0.92,1.09,33.22,8.9,2.28,0.27,1.6,0.85,1736.02,4.99,7.42,1.06,0,0,38.74,1.72,24.4,"black pepper,cayenne pepper,dried thyme,dry mustard,ground cumin,paprika,salt,trout fillets,unsalted butter,unsalted butter,white pepper"
1837,Salmon & Corn Cake Recipe,115,,667.52,14.44,4.44,252.37,1671.37,20.62,96.92,591.99,4.42,1.12,107.88,0.85,122.48,1382.05,0.71,2.46,0.41,101.83,7.54,4.62,2.01,1.41,2.69,1856.45,0.76,98.86,10.86,0,0,37.29,28.46,53.48,"bread crumbs,egg,fresh corn,fresh ginger,lemon wedges,oil,paprika,parsley,salmon,sea salt,shallots,soy sauce,unsalted butter"
1838,Pan Roasted Halibut W/ Creamy Lemon And Spinach Farro W/ Toaste,100,"lunch,main course,main dish,dinner",989.55,7.78,25.71,78.14,2381.81,15.07,93.04,826.63,10.17,0.61,260.8,0.57,395.98,2225.42,1.18,5.98,6.17,349.11,1.27,1.15,1.49,7.67,23.22,17340.5,5.49,842.43,82.6,12.48,0,35.27,125.81,42.22,"agave nectar,butter,farro,garlic,halibut fillet,lemon,onion,pine nuts,red pepper flake,salt and pepper,spinach,vegetable stock,wine"
1839,Arctic Char And Smoked Salmon Rillettes,90,side dish,491.99,16.67,9.49,70.98,871.64,3.73,21.46,169.68,2.11,0.17,99.1,0.13,40.44,536.59,0.23,0.6,0.36,39.15,1.69,0.91,0.27,3.58,5.48,939.84,8.9,22.91,48.1,0,0,39.54,26.93,12.63,"bread,butter,chives,coriander,cr?me fra?che,fennel bulb,green apples,juice of lime,lemon,limes,olive oil,salt and pepper,smoked salmon,arctic char"
1840,Baked Haddock,200,"lunch,main course,main dish,dinner",353.13,9.57,3.63,131.13,1894.2,7.13,52.38,504.65,1.42,0.28,186.76,0.25,45.39,596.18,0.1,1.2,0.22,52.18,3.49,1.01,0.53,1.16,0.93,576.75,1.69,3.81,0,0,0,16.45,17.02,34.25,"bread crumbs,butter,ground thyme,haddock,milk,parmesan cheese,salt"
1841,Barbeque Halibut Steaks,100,"lunch,main course,main dish,dinner",238.78,5.24,7.98,94.15,395.59,10.04,69.47,368.57,0.47,0.06,25.66,0.08,20.34,696.67,0.06,0.6,0.12,38.65,1.68,0.58,0.87,1.15,0,336.85,7.25,1.23,2.56,0,0,9.62,9.3,28.75,"brown sugar,butter,garlic,ground pepper,halibut steak,lemon juice,soy sauce"
1842,Tilapia With Lemon And Dill,143,,713.3,9.45,5.51,276.5,536.52,20.19,215,913.85,4.38,0.38,123.84,0.31,148.12,1873.11,0.48,1.9,0.37,157.33,8.07,2.95,1.08,3.89,6.3,367.92,15.96,13.36,118.41,0,0,26.47,22.34,105.3,"butter,cloves garlic,dill,fresh dill,lemon zest,lemons,olive oil,Salt & Pepper,tilapia"
1843,Stuffed Fish in Puff Pastry,200,"lunch,main course,main dish,dinner",572.37,10.73,1.99,198.45,1257.87,4.76,73.41,480.02,3.12,0.28,114.94,0.37,92.2,385.96,0.46,3.2,0.56,60.67,4.17,0.59,0.23,1.69,1.82,386.96,3.52,23.22,5.78,0.71,0,33.73,35.61,31.59,"bread crumbs,butter,celery,crabmeat,dry vermouth,egg yolks,flounder fillets,fresh parsley,ground pepper,onion,pepper sauce,puff pastry sheets,salt,shrimp"
1844,Grilled Salmon with Habanero-Lime Butter,200,"lunch,main course,main dish,dinner",445.07,19.8,3.24,108.46,310.39,11.38,52.07,298.67,1.31,0.56,29.06,0.36,48.3,803.02,0.38,0.98,0.06,47.76,4.53,2.47,1.22,0.94,0.3,540.72,0.21,5.37,29.82,1.25,0,34.23,5.55,28.7,"butter,garlic,garlic salt,habanero pepper,habanero pepper,lime juice,lime juice,lime zest,lime zest,orange juice,salmon steaks,tequila,vegetable oil"
1846,Pan-Seared Salmon with Cherry Tomato?????inger Sauce,200,"lunch,main course,main dish,dinner",345.83,3.85,3.3,101.19,315.21,14.38,64.35,407.69,3.16,0.7,76.44,0.44,58.72,1204.54,0.58,1.57,0.35,80.97,5.43,3.01,1.53,1.4,3.03,795.69,0,6.91,28.68,3.09,0,18.31,9.28,35.98,"butter,canola oil,cayenne,cherry tomatoes,coriander seeds,dry white wine,fresh cilantro,fresh ginger,garlic,ground ginger,kosher salt,low-salt chicken broth,salmon fillets"
1847,Salmon With Lime Butter Slow Cooker Recipe,100,"lunch,main course,main dish,dinner",820.32,12.31,0.21,312.65,336.77,40.33,188.43,1039.67,4.26,1.96,80.69,1.17,131.21,2551.09,1.3,3.37,0.23,152.03,16.29,8.57,4.26,0.37,0.29,566.55,0.3,3.69,4.31,0,0,44.04,3.51,102.48,"black pepper,black pepper,butter,butter,cloves garlic,dried parsley,fish,fish,fish,fresh parsley,garlic,gold-fish crackers,lime juice,lime juice,salmon,salmon,salmon,when adam and i went to crate and barrel to register prior to our wedding"
1848,"Salmon, Sweet Potato, and Broccoli Chowder",100,"lunch,main course,main dish,dinner",507.26,8.97,17.38,97.14,977.91,12.46,53.23,530.04,3.66,0.99,278.08,0.6,200.05,1794.17,0.57,2.47,0.8,110.94,4.24,4.01,1.67,2.84,8.66,10891.14,1.74,160.42,250.99,0,0,21.02,44.81,34.71,"bay leaf,bell pepper,broccoli,chicken broth,flour,fresh thyme leaves,kosher salt,onion,salmon fillet,sweet potato,unsalted butter,whole milk"
1849,Swordfish with Tomatoes and Capers,100,"lunch,main course,main dish,dinner",587.31,7.9,7.14,194.86,956.62,23.56,163.47,801.12,2.17,0.22,66.23,0.31,52.6,1836.85,0.3,2.4,0.46,117.02,4.83,1.29,1.78,8.46,4.02,2283.37,39.46,37.3,33.74,0.77,0,32.83,14.27,58.69,"black pepper,capers,chicken stock,dry white wine,fennel,fresh basil leaves,fresh basil leaves,garlic,kosher salt,olive oil,plum tomatoes,swordfish,unsalted butter,yellow onion"
1850,Crab Crusted Grouper,200,"lunch,main course,main dish,dinner",330.36,8.71,0.77,140.13,442.3,2.17,83.04,417.58,2.13,0.1,139.72,0.19,50.67,988.57,0.4,2.78,0.12,74.38,2.65,1.78,0.61,1.26,0.54,867.77,0.24,14.42,17.76,0,0,15.36,4.83,43.2,"bread crumbs,butter,canned crabmeat,green onions,grouper fillets,jalapeno pepper,red bell pepper,shredded mozzarella cheese,yellow bell pepper"
1851,Shrimp and Crab Stuffed Flounder,200,"lunch,main course,main dish,dinner",191.11,4.93,1.29,138.66,1296.93,2.22,35.07,271.73,1.73,0.13,157.23,0.06,32.8,304.46,0.53,3.08,0.43,37.85,1.63,0.72,0.14,1.15,0.95,305.36,0.74,17.25,5.74,0,0,8.95,6.94,20.7,"butter,canned mushrooms,chicken broth,condensed cream of mushroom soup,cooked crabmeat,flounder fillets,fresh parsley,ground pepper,onion,paprika,salt,shredded cheddar cheese,shrimp,water"
1852,Crab Stuffed Flounder,200,"lunch,main course,main dish,dinner",283.84,7.35,0.46,121.55,852.27,1.64,43.79,369.69,0.71,0.09,49.95,0.06,26.66,276.85,0.3,2.18,0.09,37.84,3.9,0.46,0.18,1.58,0.25,427.94,3.51,28.8,3.66,0,0,21.52,1.81,20.73,"butter,crabmeat,dried parsley,egg white,egg yolk,flounder fillets,green bell pepper,ground mustard,ground pepper,mayonnaise,mayonnaise,paprika,salt,saltine crackers,worcestershire sauce"
